participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
653309,Administrative Staff,Information Technology,Uncomfortable,Generative AI Tools,Getting hands-on practice with current generative AI for Information Technology tasks,Lack of Training,Few resources to help Information Technology colleagues build practical AI skills,"I'm not very confident with AI yet, I want to understand which generative AI tools are worth using — that said, the lack of training is what holds me back. Time for questions specific to Information Technology would be valuable."
460446,Academic Leadership,Student Affairs,Neutral,Responsible AI,Building responsible-use habits and disclosure norms for Student Affairs work,Data Privacy,Protecting confidential participant and student data from AI services,"I have mixed feelings about AI, I care most about learning to use AI responsibly, and at the same time data privacy is my biggest concern. Please include practical takeaways I can use right away."
900868,Undergraduate Student,Business,Neutral,Academic Writing,Using AI to edit drafts and tighten arguments in Business writing,Lack of Training,Not enough hands-on training to use AI confidently in Business,"I have mixed feelings about AI, I'd like to strengthen my academic writing with AI, and at the same time the lack of training is what holds me back. I hope the workshop balances enthusiasm with caution."
334477,Graduate Student,Education,Comfortable,Research Compliance,Understanding how AI tools intersect with Education compliance requirements,Research Integrity,"Maintaining honest, reproducible practices as AI enters Education research","I'm reasonably comfortable using AI day to day, I need AI guidance that respects research compliance — that said, my main worry is protecting research integrity. I'd appreciate clear guidance tailored to Education work."
874869,Academic Advisor,Student Affairs,Neutral,Student Learning Support,Creating practice problems and study aids for struggling Student Affairs students,Student Overreliance on AI,Overreliance eroding foundational competencies among Student Affairs students,"I have mixed feelings about AI, I really want to use AI to better support student learning but I worry students will lean on AI too heavily. Please include practical takeaways I can use right away."
493965,Research Scientist,Research Computing,Very Comfortable,Career Development,Preparing for an AI-influenced job market after my Research Computing studies,Research Compliance,Keeping AI workflows compliant with sponsor and Research Computing mandates,"I'm an enthusiastic adopter of AI tools, I see AI skills as important for my career, and at the same time staying compliant with research rules is a real concern. Time for questions specific to Research Computing would be valuable."
837854,Postdoctoral Researcher,Medicine,Very Comfortable,Data Analysis,Interpreting statistical results and building reproducible Medicine pipelines,Student Overreliance on AI,Worried Medicine students stop thinking critically when AI does the work,"I use AI extensively and feel confident with it, I'm keen to use AI for data analysis, though I worry students will lean on AI too heavily. Concrete do's and don'ts would make this more useful."
653840,Undergraduate Student,Business,Very Uncomfortable,AI Policy and Governance,"Shaping clear, workable AI policy for Business faculty and staff",Lack of Training,"Staff lack guidance on safe, effective AI use in Business","I'm fairly new to AI and honestly a bit anxious about it, my priority is sensible AI policy and governance, and at the same time the lack of training is what holds me back."
836418,Undergraduate Student,Business,Very Comfortable,Generative AI Tools,Getting hands-on practice with current generative AI for Business tasks,Data Privacy,Unclear where AI vendors store and reuse our Business data,"I'm an enthusiastic adopter of AI tools, I want to understand which generative AI tools are worth using but data privacy is my biggest concern. Examples relevant to my day-to-day would make it stick."
384070,Faculty,Computer Science,Uncomfortable,Grant Writing,Drafting and tightening grant proposals for Computer Science sponsored projects,Copyright and Intellectual Property,Unclear copyright and ownership rules for AI outputs in Computer Science,"I've only dabbled with AI and feel uncertain, I'd especially value help with grant writing, though copyright and IP questions worry me. Examples relevant to my day-to-day would make it stick."
